v,h,c3DP,cTM,weight,3DP profit,demand mean,disrupt. prob.,yield loss
25.4,4.95,4.95,1.6282368656096,0.82611,24.7545726356054,188176.574747475,0.0529136934197191,0.0610926402977047
22.53,2.65,2.65,0.56856037338671,0.44209,44.9682191408989,232971.012424242,0.0529136934197191,0.0610926402977047
25.45,4.86,4.86,2.30789439032622,0.8096,25.4323122529644,108017.6232,0.0529136934197191,0.0610926402977047
22.35,2.77,2.77,2.73148115857754,0.46194,42.3864571156427,176486.710909091,0.0529136934197191,0.0610926402977047
23.54,3.46,3.46,0.316871673924864,0.57696,34.8031059345535,135187.3995,0.0529136934197191,0.0610926402977047
22.37,2.18,2.18,1.54703036105084,0.36389,55.4838000494655,197383.5467,0.0529136934197191,0.0610926402977047
25.1,4.82,4.82,1.6822977662356,0.80358,25.2370641379825,48113.2306930693,0.0529136934197191,0.0610926402977047
22.57,2.86,2.86,0.0901267870519599,0.47744,41.2826742627346,68452.7715151515,0.0529136934197191,0.0610926402977047
30.39,9.19,9.19,1.10547574386838,1.53169,13.8409208129582,417137.1579,0.420958442027428,0.733140725882812
23.32,3.34,3.34,0.0505511690233296,0.55747,35.8404936588516,629639.8392,0.420958442027428,0.733140725882812
22.55,2.71,2.71,1.33785870887026,0.45171,43.9219853445795,471360.2469,0.420958442027428,0.733140725882812
23.57,3.56,3.56,2.16769303521512,0.59305,33.7408312958435,335539.346435644,0.420958442027428,0.733140725882812
22.11,2.29,2.29,1.6171732530634,0.38258,51.8061581891369,224744.7068,0.420958442027428,0.733140725882812
23.65,3.54,3.54,1.09594310641184,0.59127,34.0115344935478,121387.193535354,0.420958442027428,0.733140725882812
24.88,4.64,4.64,4.07295540055118,0.77353,26.1657595697646,90165.8009,0.420958442027428,0.733140725882812
30.28,9,9,0.558398907313194,1.49936,14.1927222281507,36609.7712,0.420958442027428,0.733140725882812
27.9,7.08,7.08,0.358181114830112,1.18013,17.6421241727606,33166.1851,0.420958442027428,0.733140725882812
25.1,4.82,4.82,1.29221862381601,0.80358,25.2370641379825,48113.2306930693,0.420958442027428,0.733140725882812
22.52,2.41,2.41,0.522549781341447,0.40281,49.9242819195154,1420328.193,0.0546823391189651,0.957998907032424
23.57,3.56,3.56,3.19053479366729,0.59305,33.7408312958435,335539.346435644,0.0546823391189651,0.957998907032424
23.2,3.23,3.23,0.564182910740414,0.53922,37.0349764474611,323340.3597,0.0546823391189651,0.957998907032424
24.15,4.04,4.04,2.86282017756172,0.67348,29.8598325117301,155960.9868,0.0546823391189651,0.957998907032424
23.72,3.66,3.66,1.74976027694806,0.61044,32.8615424939388,168663.1814,0.0546823391189651,0.957998907032424
22.25,2.66,2.66,0.0931437824007618,0.44324,44.1972746142045,169767.3194,0.0546823391189651,0.957998907032424
22.37,2.18,2.18,0.814480441322707,0.36389,55.4838000494655,197383.5467,0.0546823391189651,0.957998907032424
24.88,4.64,4.64,2.95531340863709,0.77353,26.1657595697646,90165.8009,0.0546823391189651,0.957998907032424
25.69,5.31,5.31,0.347035266868327,0.88472,23.0355366669681,70324.8106060606,0.0546823391189651,0.957998907032424
29.47,8.47,8.47,2.21702939101833,1.41102,14.8828507037462,34157.1465,0.0546823391189651,0.957998907032424
22.09,2.44,2.44,1.35685917323357,0.40687,48.2955243689631,1632082.4246,0.108150911247679,0.612797602649926
30.39,9.19,9.19,3.05849708017373,1.53169,13.8409208129582,417137.1579,0.108150911247679,0.612797602649926
22.3,2.44,2.44,0.861929773677548,0.40712,48.7816859893889,836884.5489,0.108150911247679,0.612797602649926
22.64,2.93,2.93,1.17254171375308,0.48859,40.3405718496081,640033.6853,0.108150911247679,0.612797602649926
25.4,4.95,4.95,1.69597000223759,0.82611,24.7545726356054,188176.574747475,0.108150911247679,0.612797602649926
22.53,2.65,2.65,0.621811312688975,0.44209,44.9682191408989,232971.012424242,0.108150911247679,0.612797602649926
22.12,2.51,2.51,0.554407965592228,0.41889,46.8141994318317,235873.1674,0.108150911247679,0.612797602649926
22.11,2.29,2.29,1.12291507033575,0.38258,51.8061581891369,224744.7068,0.108150911247679,0.612797602649926
27.9,7.08,7.08,0.352167163869923,1.18013,17.6421241727606,33166.1851,0.108150911247679,0.612797602649926
25.1,4.82,4.82,1.58441416408196,0.80358,25.2370641379825,48113.2306930693,0.108150911247679,0.612797602649926
23.32,3.34,3.34,1.90166563132127,0.55747,35.8404936588516,629639.8392,0.35764769363793,0.859752138723392
24.84,4.54,4.54,0.346311009000118,0.75643,26.8365876551697,391906.063663366,0.35764769363793,0.859752138723392
22.53,2.65,2.65,0.172578736466986,0.44209,44.9682191408989,232971.012424242,0.35764769363793,0.859752138723392
22.11,2.29,2.29,0.0801239677391266,0.38258,51.8061581891369,224744.7068,0.35764769363793,0.859752138723392
30.54,9.27,9.27,5.89271049412464,1.54541,13.7633378844449,49510.9752,0.35764769363793,0.859752138723392
22.25,2.66,2.66,1.79882908695219,0.44324,44.1972746142045,169767.3194,0.35764769363793,0.859752138723392
25.69,5.31,5.31,1.81222977744361,0.88472,23.0355366669681,70324.8106060606,0.35764769363793,0.859752138723392
22.8,2.55,2.55,2.46847232370584,0.42561,47.5787692958342,137643.1492,0.35764769363793,0.859752138723392
29.47,8.47,8.47,2.87967041730248,1.41102,14.8828507037462,34157.1465,0.35764769363793,0.859752138723392
23.08,3.15,3.15,2.33871395755123,0.52561,37.9178478339453,43404.9396,0.35764769363793,0.859752138723392
22.3,2.44,2.44,0.293963330670533,0.40712,48.7816859893889,836884.5489,0.404888683568673,0.971069304851172
24.54,4.14,4.14,1.92762591937917,0.69121,29.5134619001461,267628.1191,0.404888683568673,0.971069304851172
23.2,3.23,3.23,2.0234377163755,0.53922,37.0349764474611,323340.3597,0.404888683568673,0.971069304851172
22.11,2.29,2.29,0.428184598801079,0.38258,51.8061581891369,224744.7068,0.404888683568673,0.971069304851172
22.35,2.77,2.77,0.118768263910119,0.46194,42.3864571156427,176486.710909091,0.404888683568673,0.971069304851172
22.37,2.18,2.18,0.0422307385998024,0.36389,55.4838000494655,197383.5467,0.404888683568673,0.971069304851172
25.69,5.31,5.31,0.905969189892678,0.88472,23.0355366669681,70324.8106060606,0.404888683568673,0.971069304851172
22.57,2.86,2.86,0.492594369822858,0.47744,41.2826742627346,68452.7715151515,0.404888683568673,0.971069304851172
23.63,3.42,3.42,1.13700459003018,0.56986,35.464851016039,55432.496,0.404888683568673,0.971069304851172
22.28,2.4,2.4,0.412324726513666,0.40069,49.614415133894,64855.3495,0.404888683568673,0.971069304851172
23.2,3.23,3.23,1.26586471914235,0.53922,37.0349764474611,323340.3597,0.337212348761482,0.874228654531578
26.24,5.74,5.74,4.15761584783584,0.95737,21.4128288958292,126108.3284,0.337212348761482,0.874228654531578
22.35,2.77,2.77,0.647585699718562,0.46194,42.3864571156427,176486.710909091,0.337212348761482,0.874228654531578
23.54,3.46,3.46,0.736291356352069,0.57696,34.8031059345535,135187.3995,0.337212348761482,0.874228654531578
30.54,9.27,9.27,7.01173443383348,1.54541,13.7633378844449,49510.9752,0.337212348761482,0.874228654531578
24.88,4.64,4.64,4.12362018432901,0.77353,26.1657595697646,90165.8009,0.337212348761482,0.874228654531578
24.42,4.64,4.64,1.63210809690426,0.77332,25.5780272073656,86485.556,0.337212348761482,0.874228654531578
25.77,5.08,5.08,2.46397093513367,0.84777,24.4052042417165,72267.4336633663,0.337212348761482,0.874228654531578
24.93,4.65,4.65,3.42574308752573,0.77583,26.1397471095472,41900.3292,0.337212348761482,0.874228654531578
23.63,3.42,3.42,0.803137817158725,0.56986,35.464851016039,55432.496,0.337212348761482,0.874228654531578
22.5,2.88,2.88,0.0715461821187141,0.47987,40.8860733115219,823859.0097,0.0862414030835501,0.804885297000502
23.32,3.34,3.34,0.380683876699523,0.55747,35.8404936588516,629639.8392,0.0862414030835501,0.804885297000502
25.22,4.88,4.88,1.90402166180259,0.81337,25.0070693534308,360232.0314,0.0862414030835501,0.804885297000502
24.84,4.54,4.54,0.0534886933015853,0.75643,26.8365876551697,391906.063663366,0.0862414030835501,0.804885297000502
22.39,2.53,2.53,0.122751396796905,0.42184,47.0794614071686,569751.398910891,0.0862414030835501,0.804885297000502
22.53,2.65,2.65,0.904111442088034,0.44209,44.9682191408989,232971.012424242,0.0862414030835501,0.804885297000502
22.12,2.51,2.51,1.38542748060374,0.41889,46.8141994318317,235873.1674,0.0862414030835501,0.804885297000502
22.37,2.18,2.18,0.367109579822092,0.36389,55.4838000494655,197383.5467,0.0862414030835501,0.804885297000502
23.41,3.39,3.39,2.53868849289755,0.5651,35.4273579897363,62131.887,0.0862414030835501,0.804885297000502
30.92,9.61,9.61,8.99799942686048,1.60165,13.3050291886492,760.1538,0.0862414030835501,0.804885297000502
30.39,9.19,9.19,6.84900458143274,1.53169,13.8409208129582,417137.1579,0.0372182601458132,0.667935217378846
22.5,2.88,2.88,2.61112941090629,0.47987,40.8860733115219,823859.0097,0.0372182601458132,0.667935217378846
25.22,4.88,4.88,3.62091053004256,0.81337,25.0070693534308,360232.0314,0.0372182601458132,0.667935217378846
23.2,3.23,3.23,0.262127105550406,0.53922,37.0349764474611,323340.3597,0.0372182601458132,0.667935217378846
25.4,4.95,4.95,0.0103046687345472,0.82611,24.7545726356054,188176.574747475,0.0372182601458132,0.667935217378846
22.12,2.51,2.51,0.351172189438751,0.41889,46.8141994318317,235873.1674,0.0372182601458132,0.667935217378846
27.38,4.86,4.86,2.38763548488816,0.81078,27.7757221441081,104609.7918,0.0372182601458132,0.667935217378846
22.8,2.55,2.55,1.72657924534732,0.42561,47.5787692958342,137643.1492,0.0372182601458132,0.667935217378846
30.28,9,9,6.08894260702331,1.49936,14.1927222281507,36609.7712,0.0372182601458132,0.667935217378846
22.57,2.86,2.86,1.62125346548357,0.47744,41.2826742627346,68452.7715151515,0.0372182601458132,0.667935217378846
22.52,2.41,2.41,1.63482722212367,0.40281,49.9242819195154,1420328.193,0.290981762437726,0.583963244215432
22.5,2.88,2.88,2.21220459896999,0.47987,40.8860733115219,823859.0097,0.290981762437726,0.583963244215432
22.3,2.44,2.44,0.719834747644689,0.40712,48.7816859893889,836884.5489,0.290981762437726,0.583963244215432
22.39,2.53,2.53,1.08255970280224,0.42184,47.0794614071686,569751.398910891,0.290981762437726,0.583963244215432
26.24,5.74,5.74,0.288866586331082,0.95737,21.4128288958292,126108.3284,0.290981762437726,0.583963244215432
22.53,2.65,2.65,0.707437914988547,0.44209,44.9682191408989,232971.012424242,0.290981762437726,0.583963244215432
22.25,2.66,2.66,1.29585080972733,0.44324,44.1972746142045,169767.3194,0.290981762437726,0.583963244215432
22.37,2.18,2.18,1.60886690053153,0.36389,55.4838000494655,197383.5467,0.290981762437726,0.583963244215432
24.93,4.65,4.65,3.71622785723699,0.77583,26.1397471095472,41900.3292,0.290981762437726,0.583963244215432
24.14,4,4,2.02751498492241,0.66672,30.2075833933285,31040.72,0.290981762437726,0.583963244215432
22.52,2.41,2.41,0.476443271976445,0.40281,49.9242819195154,1420328.193,0.23014802919197,0.0525584835342429
24.84,4.54,4.54,3.81259576937186,0.75643,26.8365876551697,391906.063663366,0.23014802919197,0.0525584835342429
26.72,6.22,6.22,0.836436812962408,1.03641,19.7798168678419,235940.599292929,0.23014802919197,0.0525584835342429
23.62,3.55,3.55,1.07447781552952,0.59273,33.8602736490476,162911.8319,0.23014802919197,0.0525584835342429
30.54,9.27,9.27,1.0777560969148,1.54541,13.7633378844449,49510.9752,0.23014802919197,0.0525584835342429
23.65,3.54,3.54,2.21607870021455,0.59127,34.0115344935478,121387.193535354,0.23014802919197,0.0525584835342429
24.42,4.64,4.64,3.54469261117604,0.77332,25.5780272073656,86485.556,0.23014802919197,0.0525584835342429
22.8,2.55,2.55,2.187203800804,0.42561,47.5787692958342,137643.1492,0.23014802919197,0.0525584835342429
30.28,9,9,2.28480515776971,1.49936,14.1927222281507,36609.7712,0.23014802919197,0.0525584835342429
23.08,3.15,3.15,3.12806461796774,0.52561,37.9178478339453,43404.9396,0.23014802919197,0.0525584835342429
30.39,9.19,9.19,2.14057116622807,1.53169,13.8409208129582,417137.1579,0.28934938395278,0.982649601695127
24.54,4.14,4.14,0.913634864353535,0.69121,29.5134619001461,267628.1191,0.28934938395278,0.982649601695127
23.2,3.23,3.23,1.82021775709034,0.53922,37.0349764474611,323340.3597,0.28934938395278,0.982649601695127
26.34,5.53,5.53,0.421300098856735,0.92103,22.5942694591924,114067.8651,0.28934938395278,0.982649601695127
30.54,9.27,9.27,7.75472745563966,1.54541,13.7633378844449,49510.9752,0.28934938395278,0.982649601695127
25.77,5.08,5.08,0.378465567793853,0.84777,24.4052042417165,72267.4336633663,0.28934938395278,0.982649601695127
22.8,2.55,2.55,0.10059731899189,0.42561,47.5787692958342,137643.1492,0.28934938395278,0.982649601695127
22.57,2.86,2.86,0.0489679572994884,0.47744,41.2826742627346,68452.7715151515,0.28934938395278,0.982649601695127
24.93,4.65,4.65,1.97789513716649,0.77583,26.1397471095472,41900.3292,0.28934938395278,0.982649601695127
23.63,3.42,3.42,2.3631706684779,0.56986,35.464851016039,55432.496,0.28934938395278,0.982649601695127
22.09,2.44,2.44,0.100034071008296,0.40687,48.2955243689631,1632082.4246,0.267513552959805,0.287737630305264
22.55,2.71,2.71,1.73760063408193,0.45171,43.9219853445795,471360.2469,0.267513552959805,0.287737630305264
25.4,4.95,4.95,2.19335382757147,0.82611,24.7545726356054,188176.574747475,0.267513552959805,0.287737630305264
26.24,5.74,5.74,1.71742798411086,0.95737,21.4128288958292,126108.3284,0.267513552959805,0.287737630305264
23.62,3.55,3.55,0.931334952355036,0.59273,33.8602736490476,162911.8319,0.267513552959805,0.287737630305264
25.45,4.86,4.86,0.927591210784369,0.8096,25.4323122529644,108017.6232,0.267513552959805,0.287737630305264
23.54,3.46,3.46,1.62163882233657,0.57696,34.8031059345535,135187.3995,0.267513552959805,0.287737630305264
25.69,5.31,5.31,5.0107445272453,0.88472,23.0355366669681,70324.8106060606,0.267513552959805,0.287737630305264
22.28,2.4,2.4,1.40118143799125,0.40069,49.614415133894,64855.3495,0.267513552959805,0.287737630305264
24.14,4,4,2.46328237631447,0.66672,30.2075833933285,31040.72,0.267513552959805,0.287737630305264
22.3,2.44,2.44,0.961775291728446,0.40712,48.7816859893889,836884.5489,0.335408016688463,0.565984421068195
22.64,2.93,2.93,1.86582939788611,0.48859,40.3405718496081,640033.6853,0.335408016688463,0.565984421068195
22.39,2.53,2.53,0.201553025369057,0.42184,47.0794614071686,569751.398910891,0.335408016688463,0.565984421068195
22.55,2.71,2.71,2.08189055327819,0.45171,43.9219853445795,471360.2469,0.335408016688463,0.565984421068195
23.62,3.55,3.55,1.01061094203526,0.59273,33.8602736490476,162911.8319,0.335408016688463,0.565984421068195
24.42,4.64,4.64,2.41864162292419,0.77332,25.5780272073656,86485.556,0.335408016688463,0.565984421068195
25.69,5.31,5.31,4.34349180801525,0.88472,23.0355366669681,70324.8106060606,0.335408016688463,0.565984421068195
22.61,2.71,2.71,1.83179664067467,0.45292,43.9371191380376,103279.5005,0.335408016688463,0.565984421068195
23.41,3.39,3.39,2.11398093653066,0.5651,35.4273579897363,62131.887,0.335408016688463,0.565984421068195
23.63,3.42,3.42,1.29967323518822,0.56986,35.464851016039,55432.496,0.335408016688463,0.565984421068195
23.32,3.34,3.34,0.0615216941335714,0.55747,35.8404936588516,629639.8392,0.129009868554955,0.49366301030753
22.3,2.44,2.44,0.492554173253521,0.40712,48.7816859893889,836884.5489,0.129009868554955,0.49366301030753
23.72,3.66,3.66,0.0412013867977986,0.61044,32.8615424939388,168663.1814,0.129009868554955,0.49366301030753
22.12,2.51,2.51,0.0909568291698294,0.41889,46.8141994318317,235873.1674,0.129009868554955,0.49366301030753
27.38,4.86,4.86,2.4496536659195,0.81078,27.7757221441081,104609.7918,0.129009868554955,0.49366301030753
23.65,3.54,3.54,2.00023405980623,0.59127,34.0115344935478,121387.193535354,0.129009868554955,0.49366301030753
24.88,4.64,4.64,1.3000634705345,0.77353,26.1657595697646,90165.8009,0.129009868554955,0.49366301030753
23.53,3.46,3.46,1.8504831472521,0.57644,34.8171535632503,103306.2213,0.129009868554955,0.49366301030753
22.61,2.71,2.71,1.86713236820526,0.45292,43.9371191380376,103279.5005,0.129009868554955,0.49366301030753
22.28,2.4,2.4,1.03324567360429,0.40069,49.614415133894,64855.3495,0.129009868554955,0.49366301030753
22.3,2.44,2.44,0.812869973189196,0.40712,48.7816859893889,836884.5489,0.396871386061527,0.773887383153297
25.77,5.36,5.36,1.44059679494451,0.89367,22.8384079134356,169850.992673267,0.396871386061527,0.773887383153297
26.24,5.74,5.74,0.470341259903806,0.95737,21.4128288958292,126108.3284,0.396871386061527,0.773887383153297
26.34,5.53,5.53,1.53219480932769,0.92103,22.5942694591924,114067.8651,0.396871386061527,0.773887383153297
22.37,2.18,2.18,1.16076937368342,0.36389,55.4838000494655,197383.5467,0.396871386061527,0.773887383153297
29.47,8.47,8.47,1.01477621481738,1.41102,14.8828507037462,34157.1465,0.396871386061527,0.773887383153297
23.63,3.42,3.42,1.0508011168599,0.56986,35.464851016039,55432.496,0.396871386061527,0.773887383153297
23.08,3.15,3.15,0.109460158527037,0.52561,37.9178478339453,43404.9396,0.396871386061527,0.773887383153297
24.14,4,4,2.57940555162004,0.66672,30.2075833933285,31040.72,0.396871386061527,0.773887383153297
30.92,9.61,9.61,3.1742812397661,1.60165,13.3050291886492,760.1538,0.396871386061527,0.773887383153297
23.57,3.56,3.56,1.26108540007842,0.59305,33.7408312958435,335539.346435644,0.101672939926812,0.1425566030828
25.4,4.95,4.95,0.644671703404196,0.82611,24.7545726356054,188176.574747475,0.101672939926812,0.1425566030828
23.72,3.66,3.66,2.07687347307242,0.61044,32.8615424939388,168663.1814,0.101672939926812,0.1425566030828
22.25,2.66,2.66,0.536080667769308,0.44324,44.1972746142045,169767.3194,0.101672939926812,0.1425566030828
23.65,3.54,3.54,3.07876497657079,0.59127,34.0115344935478,121387.193535354,0.101672939926812,0.1425566030828
22.8,2.55,2.55,1.07458175745421,0.42561,47.5787692958342,137643.1492,0.101672939926812,0.1425566030828
30.28,9,9,2.05665164921049,1.49936,14.1927222281507,36609.7712,0.101672939926812,0.1425566030828
22.61,2.71,2.71,2.68503855195891,0.45292,43.9371191380376,103279.5005,0.101672939926812,0.1425566030828
23.69,2.68,2.68,2.53374782665955,0.44719,46.9822670453275,96687.2752,0.101672939926812,0.1425566030828
25.1,4.82,4.82,0.851585529569624,0.80358,25.2370641379825,48113.2306930693,0.101672939926812,0.1425566030828
25.22,4.88,4.88,0.144566507040415,0.81337,25.0070693534308,360232.0314,0.231643171956047,0.518044772757629
26.72,6.22,6.22,5.36801364377586,1.03641,19.7798168678419,235940.599292929,0.231643171956047,0.518044772757629
22.39,2.53,2.53,1.88055521497445,0.42184,47.0794614071686,569751.398910891,0.231643171956047,0.518044772757629
23.06,3.08,3.08,1.3172070832403,0.51415,38.8602547894583,385881.2777,0.231643171956047,0.518044772757629
23.2,3.23,3.23,0.593028213003492,0.53922,37.0349764474611,323340.3597,0.231643171956047,0.518044772757629
26.24,5.74,5.74,0.67827776438928,0.95737,21.4128288958292,126108.3284,0.231643171956047,0.518044772757629
22.25,2.66,2.66,1.23367981614944,0.44324,44.1972746142045,169767.3194,0.231643171956047,0.518044772757629
22.61,2.71,2.71,1.53576497154282,0.45292,43.9371191380376,103279.5005,0.231643171956047,0.518044772757629
23.63,3.42,3.42,2.96426259161902,0.56986,35.464851016039,55432.496,0.231643171956047,0.518044772757629
22.28,2.4,2.4,0.239240948266175,0.40069,49.614415133894,64855.3495,0.231643171956047,0.518044772757629
