SINGLE,Naive,Full,NumSuppliers
0,2.14616864343747,3.64427824839858,30
0,0.975980558832157,2.10389349670063,30
0,1.5500704183184,3.13717700820446,30
0,2.40496760268926,3.83381709312127,30
0,1.88778680725718,3.7509806735896,30
0,2.81850691156279,3.84432317974165,30
0,2.47884647608059,3.95801603026559,30
0,2.62353270289002,3.52968842614449,30
0,2.39861068358649,4.80410634803858,30
0,2.41944304090803,3.50703324718749,30
0,2.157012496231,3.69633014893525,30
0,2.37394035896555,3.69104313614693,30
0,2.9919685581593,5.06152445635991,30
0,3.0405873332588,4.21051903536545,30
0,2.33503974988264,3.58651651948094,30
0,2.79185461689346,4.04533965993763,30
0,1.96911091263646,3.6471443015036,30
0,1.77351103287045,3.78068064831774,30
0,3.88256433560438,5.05990793623767,30
0,2.24595666803217,3.09583763868745,30
0,2.05149593129017,4.21811982509911,30
0,3.26785878075261,4.70090910111225,30
0,2.46052270967953,3.48223285421541,30
0,1.48680330284232,3.41879595442476,30
0,1.79931806851517,3.58336604347799,30
0,1.6235222027265,3.33666516457167,30
0,1.53389093523183,3.55329634916457,30
0,3.13847671324352,4.93793928595688,30
0,2.14441482674805,3.55052686083514,30
0,2.01337104791975,3.53306593198034,30
0,2.69560790076217,4.35000589666504,30
0,2.54261185197709,3.7448499539278,30
0,1.81712809832781,3.79022439878195,30
0,2.18966749808153,3.19165264522019,30
0,2.26857869824249,4.16885273464596,30
0,2.12150895416084,3.73273775579817,30
0,1.08282725552305,2.43779250551505,30
0,1.86018238108831,2.98935577962133,30
0,1.37505528898821,2.2268166458776,30
0,1.9755333263737,3.5900912575564,30
0,1.85148840753465,3.47940172579821,30
0,3.40362267319329,4.53017919925313,30
0,2.49463993561336,3.72919987075395,30
0,2.3655031375322,3.95234973122198,30
0,3.06600513327647,4.11030894635957,30
0,2.32040552594411,4.02064117985493,30
0,2.28379099352587,3.63396369709241,30
0,2.56113540685946,3.87101782152702,30
0,2.55595052378994,3.90572970439562,30
0,2.42945809642333,4.09771321259732,30
