SINGLE,Naive,Full,NumSuppliers
0.975813703831872,0.0938965693963682,0.116114023779384,45
1.13964103315819,0.0661250153970648,0.130401235363693,45
0.972208887335052,0.0842441110884724,0.0725972534962393,45
1.04829346556801,0.0613123910277708,0.0612910592172237,45
1.19660805577645,0.0862405619729949,0.0410417634249756,45
0.649998670951322,0.0498898539442666,0.0525135243760065,45
0.972268507346355,0.0756479113988555,0.0738478545306846,45
1.33156038919066,0.114385047037055,0.0615819641719954,45
1.19511318675616,0.104982310079772,0.0624229360450765,45
0.912313565581659,0.099708584492245,0.0573847277229848,45
1.18214126828415,0.0872573651825067,0.0457811485416798,45
1.06575444664316,0.0772161495744676,0.0735272876791753,45
0.63474311861658,0.0626081353286518,0.0336823893244688,45
1.05336853288134,0.062540627424928,0.0697905094928093,45
0.965647107467661,0.0923713690555137,0.0637114847193978,45
0.994564724890468,0.0634891989051063,0.0570999815375614,45
1.00722971666774,0.0564033579486294,0.0722193231348932,45
1.21966983383919,0.0937397726763961,0.0679821571832122,45
1.18696244141839,0.0884382466404945,0.0470285463021701,45
0.828372981480585,0.0511280051663303,0.0606030632386593,45
0.9490201926036,0.070469250797262,0.0625313333258537,45
0.814105329187054,0.0693756547842562,0.0713954086691935,45
0.960421416723448,0.056998442293979,0.0953381153548313,45
0.774270504083405,0.0586221052617488,0.0466797455766643,45
1.05532358380855,0.0669263629692983,0.0808810679255088,45
0.890848545802867,0.0552834364793585,0.0603443412359159,45
1.13902641993364,0.0666867527568858,0.0747011508618113,45
1.17658785534363,0.105170116443668,0.0529223052986391,45
1.02008112989023,0.0908207037614903,0.0483570120496807,45
1.35026305945838,0.0691930432848688,0.0431313332740698,45
1.16156633983517,0.0523832779305127,0.0564703948534816,45
1.22120168589486,0.0759023517151114,0.0316596585775279,45
1.19094856450256,0.0911486813278482,0.0555701538091654,45
0.8085421557796,0.0540497859060521,0.0696366757451133,45
1.02040433198224,0.113924667608402,0.0502684494273961,45
1.16443388955003,0.0837450666319564,0.0548930725978475,45
0.856198639820772,0.0670092470306646,0.0701686140305529,45
1.24527933277709,0.0580408468595718,0.0606660208953317,45
1.101221382543,0.091636677002304,0.0601107757022937,45
1.15095208370495,0.0894201377823332,0.0656078336562593,45
0.775451882764347,0.0667225122967255,0.0395891757829925,45
1.18408120960258,0.0834750497672586,0.0334176123258565,45
0.852849562724885,0.0680145051081569,0.0495083524855192,45
1.15823526478283,0.0681204621225872,0.044696098106065,45
1.26389713804357,0.08786519776289,0.0867564821583061,45
1.2898925430475,0.070526604470057,0.126051550081808,45
0.925014437459787,0.0719752468826564,0.0522126606779591,45
1.18019034423382,0.0886144296190982,0.0664380857162692,45
1.11655766293638,0.0704679397320699,0.0540757904636642,45
0.804194797181982,0.0551382898929816,0.0648300321157745,45
