SINGLE,Naive,Full,NumSuppliers
62.2222222222222,62.2222222222222,22.2222222222222,45
60,60,20,45
66.6666666666667,66.6666666666667,22.2222222222222,45
60,60,20,45
57.7777777777778,57.7777777777778,17.7777777777778,45
68.8888888888889,68.8888888888889,24.4444444444444,45
68.8888888888889,68.8888888888889,22.2222222222222,45
64.4444444444444,64.4444444444444,17.7777777777778,45
64.4444444444444,64.4444444444444,22.2222222222222,45
68.8888888888889,68.8888888888889,17.7777777777778,45
60,60,15.5555555555556,45
68.8888888888889,68.8888888888889,22.2222222222222,45
71.1111111111111,71.1111111111111,17.7777777777778,45
64.4444444444444,64.4444444444444,20,45
60,60,17.7777777777778,45
62.2222222222222,62.2222222222222,17.7777777777778,45
64.4444444444444,64.4444444444444,17.7777777777778,45
62.2222222222222,62.2222222222222,15.5555555555556,45
60,60,20,45
68.8888888888889,68.8888888888889,22.2222222222222,45
64.4444444444444,64.4444444444444,13.3333333333333,45
64.4444444444444,64.4444444444444,17.7777777777778,45
68.8888888888889,68.8888888888889,26.6666666666667,45
64.4444444444444,64.4444444444444,22.2222222222222,45
60,60,20,45
68.8888888888889,68.8888888888889,17.7777777777778,45
62.2222222222222,62.2222222222222,17.7777777777778,45
64.4444444444444,64.4444444444444,20,45
62.2222222222222,62.2222222222222,17.7777777777778,45
62.2222222222222,62.2222222222222,20,45
62.2222222222222,62.2222222222222,17.7777777777778,45
62.2222222222222,62.2222222222222,17.7777777777778,45
62.2222222222222,62.2222222222222,20,45
66.6666666666667,66.6666666666667,22.2222222222222,45
62.2222222222222,62.2222222222222,15.5555555555556,45
64.4444444444444,64.4444444444444,24.4444444444444,45
64.4444444444444,64.4444444444444,20,45
62.2222222222222,62.2222222222222,20,45
62.2222222222222,62.2222222222222,20,45
60,60,15.5555555555556,45
66.6666666666667,66.6666666666667,20,45
64.4444444444444,64.4444444444444,13.3333333333333,45
64.4444444444444,64.4444444444444,20,45
64.4444444444444,64.4444444444444,17.7777777777778,45
57.7777777777778,57.7777777777778,22.2222222222222,45
62.2222222222222,62.2222222222222,26.6666666666667,45
62.2222222222222,62.2222222222222,17.7777777777778,45
60,60,17.7777777777778,45
64.4444444444444,64.4444444444444,17.7777777777778,45
68.8888888888889,68.8888888888889,22.2222222222222,45
