SINGLE,Naive,Full,NumSuppliers
70,70,20,30
66.6666666666667,66.6666666666667,10,30
70,70,20,30
63.3333333333333,63.3333333333333,3.33333333333333,30
73.3333333333333,73.3333333333333,13.3333333333333,30
60,60,6.66666666666667,30
63.3333333333333,63.3333333333333,13.3333333333333,30
56.6666666666667,56.6666666666667,13.3333333333333,30
76.6666666666667,76.6666666666667,10,30
53.3333333333333,53.3333333333333,6.66666666666667,30
63.3333333333333,63.3333333333333,13.3333333333333,30
60,60,6.66666666666667,30
63.3333333333333,63.3333333333333,10,30
56.6666666666667,56.6666666666667,13.3333333333333,30
56.6666666666667,56.6666666666667,6.66666666666667,30
56.6666666666667,56.6666666666667,13.3333333333333,30
66.6666666666667,66.6666666666667,13.3333333333333,30
66.6666666666667,66.6666666666667,16.6666666666667,30
56.6666666666667,56.6666666666667,10,30
56.6666666666667,56.6666666666667,16.6666666666667,30
60,60,6.66666666666667,30
66.6666666666667,66.6666666666667,13.3333333333333,30
66.6666666666667,66.6666666666667,13.3333333333333,30
76.6666666666667,76.6666666666667,10,30
70,70,13.3333333333333,30
63.3333333333333,63.3333333333333,3.33333333333333,30
66.6666666666667,66.6666666666667,6.66666666666667,30
56.6666666666667,56.6666666666667,10,30
63.3333333333333,63.3333333333333,10,30
56.6666666666667,56.6666666666667,10,30
63.3333333333333,63.3333333333333,13.3333333333333,30
53.3333333333333,53.3333333333333,6.66666666666667,30
66.6666666666667,66.6666666666667,16.6666666666667,30
60,60,13.3333333333333,30
63.3333333333333,63.3333333333333,10,30
66.6666666666667,66.6666666666667,10,30
73.3333333333333,73.3333333333333,16.6666666666667,30
70,70,13.3333333333333,30
70,70,20,30
70,70,16.6666666666667,30
66.6666666666667,66.6666666666667,6.66666666666667,30
66.6666666666667,66.6666666666667,10,30
60,60,13.3333333333333,30
70,70,16.6666666666667,30
63.3333333333333,63.3333333333333,16.6666666666667,30
66.6666666666667,66.6666666666667,13.3333333333333,30
60,60,10,30
66.6666666666667,66.6666666666667,6.66666666666667,30
63.3333333333333,63.3333333333333,20,30
63.3333333333333,63.3333333333333,10,30
