SINGLE,Naive,Full,NumSuppliers
0,2.40335720771992,3.4593461601531,45
0,2.51077675306042,3.72014271601259,45
0,2.5020116536378,3.86463105256902,45
0,2.43704686738039,3.15394769084467,45
0,2.62207181131187,3.63030278444917,45
0,1.75105532100661,3.10133671971571,45
0,2.51724706460615,3.95699921419737,45
0,2.6614315294563,3.89478786676695,45
0,2.38408995194668,3.82220477586555,45
0,2.1118862778604,3.23495776924189,45
0,2.60727453966538,3.87396802674676,45
0,2.3933660595846,4.15540968439728,45
0,1.892411405069,3.51300970615693,45
0,2.213688950125,3.68526765816641,45
0,2.23845251944756,3.46813172198109,45
0,2.25927832076177,3.45681278439597,45
0,2.40470992286738,3.77079828231612,45
0,2.54704113990041,3.83444665387047,45
0,2.57299138114278,3.64324384633384,45
0,2.10001856298147,3.49928769034614,45
0,2.3324467619921,3.75009346691307,45
0,1.93110418394784,3.57880399215183,45
0,1.90926303367162,2.84920878328008,45
0,2.0952839482479,3.22485965009763,45
0,2.6534487006707,3.88006564747192,45
0,1.86325241041251,3.29182945855564,45
0,2.49824516333979,3.85549184057572,45
0,2.67454386039865,3.59691596808283,45
0,2.37413705384972,3.30743575766327,45
0,2.80441497115972,4.01099419668065,45
0,3.04704393329011,4.38913097221742,45
0,2.85723788761838,4.12487532746307,45
0,2.33228736809188,3.36169437628279,45
0,2.33139480404355,3.9238861395924,45
0,2.6326855970292,3.89175749611413,45
0,2.52079003519857,3.44286812503403,45
0,2.05771340979562,3.54949131371117,45
0,2.57143160373234,3.49942057259878,45
0,2.43528894302368,3.67856067690498,45
0,2.53491237789189,3.73700754092351,45
0,2.1296249118013,3.20473246790985,45
0,2.44209503694502,3.66616823276259,45
0,2.47311614028247,3.804703139908,45
0,2.65148608510271,4.1180716990082,45
0,2.88399900236881,3.89694295867256,45
0,3.08956220866876,4.37102968113065,45
0,2.27432001052064,3.22296098172446,45
0,2.61391955859846,3.7010897810719,45
0,2.73931055834362,4.09901497353719,45
0,2.36130541837431,3.98517682875636,45
