SINGLE,Naive,Full,NumSuppliers
0,1.75269550225583,2.59134911682576,15
0,1.47015942447999,4.24301241868539,15
0,1.12349738341021,2.24997438117058,15
0,1.62303047551711,2.47226414987214,15
0,0.864911153247161,2.66542484350292,15
0,3.44683560355173,5.03649863127868,15
0,1.41508249535127,4.90521418870226,15
0,2.05104985893154,3.77168622280458,15
0,0.883668814110731,1.4972095784275,15
0,3.11822241764297,4.02085180105561,15
0,0.726294728049414,3.23746280565229,15
0,0.501697853816014,2.99077158344628,15
0,2.2613331753569,5.3799108639131,15
0,3.49424116244525,4.45224270185121,15
0,3.20684476057544,4.25846581589723,15
0,1.95949619094859,5.64632139806111,15
0,2.46581947905289,3.90856609000509,15
0,1.59506649840234,2.20283654000089,15
0,2.80243653538569,4.13837570898196,15
0,3.10261515615469,3.97988442529082,15
0,3.08705727524411,4.3888167310209,15
0,2.40936019964941,3.1073459179866,15
0,2.28389034923621,2.66913117932376,15
0,1.48467205935944,4.64527246717039,15
0,2.1904717729455,2.64421313977256,15
0,0.398977060476455,1.83788805751843,15
0,2.5813779464057,3.49114690434373,15
0,2.93196527946547,4.83696359647385,15
0,2.79937699440701,4.60658589643847,15
0,1.93336889655533,3.68970744047994,15
0,1.56210301579926,2.78411278461964,15
0,3.4646995586391,4.55504005538023,15
0,2.42018004701246,4.83461343438732,15
0,2.5053745355475,4.42921885045149,15
0,2.54955182696794,3.71711644379461,15
0,3.54149512110288,5.12942008565008,15
0,2.50026704579593,4.19246456837861,15
0,0.737121832351665,2.41017312736175,15
0,1.90384456192857,2.48505581378026,15
0,1.08041522954094,1.63977805681168,15
0,0.859283970204682,2.9358552642735,15
0,0.710327830135392,1.09477549034022,15
0,0.528478189592316,3.77199302134105,15
0,2.44771815392989,3.88821011487742,15
0,1.50197118292329,2.95860867025116,15
0,1.50563451901258,1.97218992846023,15
0,2.25205799650766,3.98961682106636,15
0,3.4761328654656,5.07064017382457,15
0,1.12321901636801,1.56147175104705,15
0,2.0229064064375,4.31319589720598,15
